time_us,current_A
3681473,0.0
3682023,0.0
3682571,0.000122
3683122,0.0
3683670,0.000122
3684221,0.0
3684769,0.0
3685320,0.0
3685868,0.0
3686419,0.000244
3686967,0.0
3687518,0.000122
3688069,0.000122
3688617,0.0
3689167,0.000244
3689716,0.000122
3690266,0.0
3690814,0.000244
3691365,0.000122
3691913,0.0
3692464,0.000122
3693015,0.0
3693563,0.000122
3694114,0.0
3694662,0.000244
3695213,0.0
3695761,0.000122
3696312,0.000122
3696860,0.000122
3697410,0.0
3697959,0.000244
3698509,0.0
3699060,0.0
3699608,0.0
3700159,0.0
3700707,0.000122
3701258,0.0
3701806,0.0
3702357,0.000366
3702905,0.000122
3703456,0.000122
3704006,0.0
3704554,0.0
3705105,0.0
3705653,0.000122
3706204,0.000244
3706752,0.000122
3707303,0.0
3707851,0.0
3708402,0.000122
3708950,0.000122
3709501,0.000122
3710052,0.0
3710600,0.000122
3711150,0.000122
3711698,0.0
3712249,0.0
3712797,0.0
3713348,0.0
3713896,0.000122
3714447,0.0
3714995,0.000122
3715546,0.000122
3716097,0.000122
3716645,0.0
3717196,0.0
3717744,0.0
3718294,0.0
3718842,0.0
3719393,0.0
3719941,0.0
3720492,0.0
3721043,0.0
3721591,0.0
3722142,0.000244
3722690,0.000122
3723241,0.0
3723789,0.0
3724339,0.000122
3724887,0.0
3725438,0.000122
3725986,0.0
3726537,0.000122
3727088,0.000122
3727636,0.000122
3728187,0.000244
3728735,0.000122
3729286,0.0
3729834,0.0
3730385,0.0
3730933,0.000244
3731484,0.000244
3732034,0.000122
3732582,0.0
3733133,0.0
3733681,0.0
3734232,0.0
3734780,0.0
3735331,0.0
3735879,0.0
3736430,0.0
3736978,0.0
3737529,0.000244
3738079,0.0
3738627,0.0
3739178,0.0
3739726,0.000244
3740277,0.000244
3740825,0.000122
3741376,0.000122
3741924,0.000244
3742475,0.000122
3743026,0.000244
3743574,0.0
3744125,0.000122
3744673,0.000122
3745224,0.000122
3745772,0.000122
3746322,0.0
3746870,0.0
3747421,0.000244
3747969,0.0
3748520,0.000244
3749071,0.0
3749619,0.000122
3750170,0.000122
3750718,0.0
3751269,0.0
3751817,0.000244
3752368,0.000122
3752916,0.0
3753466,0.0
3754017,0.0
3754565,0.000122
3755116,0.000244
3755664,0.0
3756215,0.000244
3756763,0.000122
3757314,0.000122
3757862,0.0
3758413,0.000244
3758961,0.000122
3759512,0.000122
3760062,0.0
3760611,0.000122
3761161,0.000122
3761710,0.000122
3762260,0.0
3762808,0.0
3763359,0.0
3763907,0.000122
3764458,0.000122
3765007,0.000366
3765555,0.0
3766106,0.0
3766654,0.000122
3767205,0.0
3767753,0.0
3768303,0.0
3768852,0.000122
3769402,0.000122
3769950,0.0
3770501,0.000122
3771052,0.000122
3771600,0.0
3772151,0.000244
3772699,0.000122
3773250,0.000366
3773798,0.0
3774349,0.000122
3774897,0.000244
3775448,0.000122
3775996,0.0
3776547,0.000122
3777098,0.000122
3777646,0.0
3778196,0.000122
3778744,0.0
3779295,0.0
3779843,0.0
3780394,0.0
3780942,0.000122
3781493,0.0
3782044,0.0
3782592,0.0
3783143,0.0
3783691,0.0
3784241,0.0
3784789,0.0
3785340,0.0
3785888,0.0
3786439,0.000122
3786987,0.000122
3787538,0.0
3788089,0.0
3788637,0.0
3789188,0.0
3789736,0.000244
3790287,0.000122
3790835,0.000122
3791385,0.0
3791933,0.0
3792484,0.0
3793035,0.000122
3793583,0.0
3794134,0.0
3794682,0.0
3795233,0.0
3795781,0.000244
3796332,0.0
3796880,0.000122
3797430,0.000122
3797979,0.000122
3798529,0.000122
3799080,0.000122
3799628,0.000122
3800179,0.000122
3800727,0.0
3801278,0.0
3801826,0.000122
3802377,0.0
3802925,0.0
3803476,0.0
3804026,0.0
3804575,0.0
3805125,0.0
3805673,0.000122
3806224,0.0
3806772,0.000122
3807323,0.0
3807871,0.000122
3808422,0.0
3808970,0.0
3809521,0.0
3810072,0.000122
3810620,0.000244
3811170,0.0
3811718,0.000122
3812269,0.0
3812817,0.0
3813368,0.000122
3813916,0.0
3814467,0.0
3815018,0.000122
3815566,0.0
3816117,0.0
3816665,0.000122
3817216,0.000122
3817764,0.000122
3818314,0.000122
3818862,0.0
3819413,0.0
3819961,0.0
3820512,0.0
3821063,0.0
3821611,0.0
3822162,0.000122
3822710,0.000122
3823260,0.0
3823808,0.0
3824359,0.000122
3824907,0.000244
3825458,0.0
3826007,0.0
3826555,0.0
3827106,0.000122
3827654,0.000244
3828204,0.0
3828752,0.000122
3829303,0.000122
3829851,0.000244
3830402,0.000122
3830950,0.0
3831501,0.0
3832052,0.0
3832600,0.0
3833151,0.000122
3833699,0.000244
3834250,0.0
3834798,0.0
3835348,0.000122
3835897,0.000244
3836447,0.0
3836995,0.0
3837546,0.0
3838097,0.000244
3838645,0.0
3839196,0.000244
3839744,0.0
3840295,0.000122
3840843,0.000122
3841394,0.000244
3841942,0.000122
3842492,0.0
3843043,0.000122
3843591,0.0
3844142,0.0
3844690,0.0
3845241,0.000122
3845789,0.000122
3846340,0.000122
3846888,0.000122
3847439,0.000122
3847987,0.000244
3848538,0.000244
3849089,0.000122
3849637,0.000122
3850188,0.000122
3850736,0.0
3851286,0.000122
3851835,0.000122
3852385,0.000244
3852933,0.000122
3853484,0.000244
3854035,0.000122
3854583,0.000122
3855134,0.0
3855682,0.0
3856233,0.0
3856781,0.000122
3857332,0.0
3857880,0.0
3858431,0.0
3858979,0.0
3859529,0.000122
3860080,0.000122
3860628,0.0
3861179,0.0
3861727,0.0
3862278,0.000122
3862826,0.000122
3863377,0.0
3863925,0.0
3864476,0.000122
3865026,0.0
3865574,0.000122
3866125,0.000122
3866673,0.000244
3867224,0.0
3867772,0.0
3868323,0.0
3868871,0.000122
3869422,0.000122
3869970,0.000122
3870521,0.0
3871071,0.0
3871619,0.0
3872170,0.0
3872718,0.000122
3873269,0.000244
3873817,0.000122
3874368,0.0
3874916,0.0
3875467,0.0
3876018,0.0
3876566,0.0
3877117,0.000122
3877665,0.0
3878215,0.0
3878763,0.0
3879314,0.0
3879862,0.000122
3880413,0.000122
3880961,0.0
3881512,0.000122
3882063,0.0
3882611,0.0
3883162,0.0
3883710,0.000122
3884261,0.0
3884809,0.000122
3885360,0.0
3885908,0.0
3886458,0.0
3887007,0.0
3887555,0.0
3888106,0.000122
3888654,0.000122
3889205,0.0
3889753,0.0
3890303,0.000122
3890852,0.000122
3891402,0.0
3891950,0.0
3892501,0.0
3893052,0.000244
3893600,0.0
3894151,0.000122
3894699,0.0
3895250,0.000122
3895798,0.0
3896349,0.0
3896897,0.000122
3897448,0.000122
3897996,0.0
3898547,0.000122
3899097,0.000122
3899645,0.0
3900196,0.0
3900744,0.000122
3901295,0.0
3901843,0.0
3902394,0.0
3902942,0.000244
3903493,0.000244
3904044,0.000122
3904592,0.000122
3905143,0.0
3905691,0.0
3906241,0.000122
3906789,0.000122
3907340,0.0
3907888,0.0
3908439,0.000122
3908987,0.000244
3909538,0.0
3910089,0.000122
3910637,0.000122
3911188,0.000122
3911736,0.000244
3912287,0.000244
3912835,0.000122
3913386,0.000244
3913934,0.000122
3914485,0.000122
3915035,0.000122
3915583,0.000122
3916134,0.0
3916682,0.0
3917233,0.000122
3917781,0.0
3918332,0.0
3918880,0.000122
3919431,0.000122
3919979,0.0
3920530,0.000122
3921081,0.000122
3921629,0.000122
3922179,0.000122
3922728,0.000122
3923278,0.0
3923826,0.0
3924377,0.000122
3924925,0.0
3925476,0.0
3926027,0.000244
3926575,0.000122
3927126,0.0
3927674,0.000244
3928225,0.0
3928773,0.0
3929323,0.000122
3929871,0.000244
3930422,0.000122
3930970,0.000122
3931521,0.0
3932072,0.0
3932620,0.0
3933171,0.0
3933719,0.0
3934270,0.000122
3934818,0.000122
3935368,0.0
3935916,0.0
3936467,0.000244
3937018,0.0
3937566,0.000244
3938117,0.000122
3938665,0.0
3939216,0.0
3939764,0.0
3940315,0.0
3940863,0.0
3941413,0.0
3941962,0.0
3942512,0.0
3943063,0.000244
3943611,0.0
3944162,0.000122
4405384,0.0
4405932,0.0
4406483,0.000122
4407034,0.000122
4407582,0.000244
4408133,0.000244
4408681,0.000244
4409232,0.000244
4409780,0.0
4410331,0.000122
4410879,0.0
4411430,0.0
4411978,0.000122
4412528,0.0
4413079,0.000244
4413627,0.000122
4414178,0.0
4414726,0.0
4415277,0.000244
4415825,0.0
4416376,0.000122
4416924,0.0
4417475,0.0
4418026,0.000122
4418574,0.0
4419124,0.0
4419672,0.0
4420223,0.000122
4420771,0.000244
4421322,0.000122
4421870,0.000122
4422421,0.000122
4422969,0.0
4423520,0.0
4424071,0.000244
4424619,0.0
4425170,0.0
4425718,0.0
4426268,0.0
4426817,0.000122
4427367,0.000122
4427916,0.000122
4428466,0.0
4429017,0.0
4429565,0.000122
4430116,0.000122
4430664,0.000244
4431215,0.000122
4431763,0.000122
4432314,0.000122
4432862,0.000122
4433413,0.000122
4433961,0.000122
4434512,0.000122
4435062,0.0
4435611,0.000122
4436161,0.0
4436709,0.0
4437260,0.000122
4437808,0.0
4438359,0.000122
4438907,0.000122
4439458,0.000122
4440007,0.000122
4440555,0.0
4441106,0.0
4441654,0.0
4442205,0.0
4442753,0.0
4443303,0.0
4443851,0.0
4444402,0.0
4444950,0.000122
4445501,0.0
4446052,0.0
4446600,0.0
4447151,0.000122
4447699,0.0
4448250,0.000244
4448798,0.0
4449349,0.000122
4449897,0.000122
4450447,0.0
4450995,0.000122
4451546,0.0
4452097,0.0
4452645,0.0
4453196,0.0
4453744,0.0
4454295,0.000122
4454843,0.000122
4455393,0.0
4455941,0.0
4456492,0.0
4457043,0.0
4457591,0.0
4458142,0.000244
4458690,0.000122
4459241,0.0
4459789,0.0
4460340,0.000122
4460888,0.000244
4461439,0.0
4461987,0.000244
4462537,0.0
4463088,0.0
4463636,0.0
4464187,0.000122
4464735,0.000122
4465286,0.000122
4465834,0.0
4466385,0.000122
4466933,0.000122
4467484,0.000122
4468034,0.0
4468582,0.0
4469133,0.000122
4469681,0.000244
4470232,0.0
4470780,0.0
4471331,0.0
4471879,0.000122
4472430,0.0
4472978,0.0
4473529,0.000122
4474079,0.000244
4474628,0.000122
4475178,0.0
4475726,0.0
4476277,0.0
4476825,0.0
4477376,0.0
4477924,0.000244
4478475,0.000244
4479025,0.0
4479573,0.0
4480124,0.000244
4480672,0.000366
4481223,0.0
4481771,0.000244
4482322,0.0
4482870,0.0
4483421,0.000122
4483969,0.000122
4484520,0.000244
4485071,0.0
4485619,0.000122
4486170,0.0
4486718,0.000366
4487269,0.000122
4487817,0.0
4488367,0.000122
4488915,0.0
4489466,0.000122
4490017,0.0
4490565,0.0
4491116,0.000244
4491664,0.000244
4492215,0.0
4492763,0.000122
4493314,0.0
4493862,0.0
4494412,0.000122
4494961,0.000122
4495511,0.000244
4496062,0.000122
4496610,0.0
4497161,0.000122
4497709,0.000122
4498260,0.000122
4498808,0.0
4499359,0.000122
4499907,0.0
4500458,0.0
4501007,0.0
4501555,0.000122
4502105,0.0
4502653,0.0
4503204,0.000122
4503752,0.0
4504303,0.000244
4504851,0.000122
4505402,0.000122
4505950,0.000244
4506501,0.000244
4507052,0.000122
4507600,0.0
4508151,0.0
4508699,0.0
4509249,0.000122
4509798,0.000122
4510348,0.0
4510896,0.0
4511447,0.0
4511995,0.000122
4512546,0.0
4513097,0.000122
4513645,0.000244
4514196,0.000122
4514744,0.000244
4515295,0.000122
4515843,0.0
4516394,0.0
4516942,0.000122
4517493,0.000122
4518043,0.000244
4518591,0.0
4519142,0.0
4519690,0.0
4520241,0.0
4520789,0.0
4521340,0.000122
4521888,0.000122
4522439,0.000122
4522987,0.0
4523538,0.0
4524088,0.000122
4524636,0.0
4525187,0.0
4525735,0.0
4526286,0.0
4526834,0.000244
4527385,0.000122
4527933,0.0
4528484,0.000122
4529035,0.000122
4529583,0.0
4530134,0.000122
4530682,0.000244
4531232,0.000122
4531781,0.000244
4532331,0.0
4532879,0.0
4533430,0.0
4533978,0.000122
4534529,0.0
4535080,0.0
4535628,0.000122
4536179,0.000244
4536727,0.000122
4537278,0.000122
4537826,0.000122
4538376,0.0
4538924,0.0
4539475,0.0
4540026,0.000122
4540574,0.000122
4541125,0.000122
4541673,0.000122
4542224,0.0
4542772,0.0
4543323,0.000244
4543871,0.000244
4544421,0.0
4544970,0.000122
4545520,0.000244
4546071,0.0
4546619,0.0
4547170,0.0
4547718,0.0
4548269,0.000122
4548817,0.0
4549368,0.0
4549916,0.000122
4550467,0.000244
4551017,0.000122
4551566,0.000244
4552116,0.0
4552664,0.0
4553215,0.0
4553763,0.0
4554314,0.000122
4554862,0.000122
4555413,0.0
4555961,0.0
4556512,0.0
4557062,0.0
4557610,0.0
4558161,0.000122
4558709,0.0
4559260,0.0
4559808,0.0
4560359,0.000122
4560907,0.0
4561458,0.0
4562007,0.0
4562555,0.000122
4563106,0.0
4563654,0.0
4564205,0.000122
4564753,0.0
4565303,0.000122
4565851,0.0
4566402,0.000122
4566950,0.000122
4567501,0.0
4568052,0.0
4568600,0.0
4569151,0.0
4569699,0.0
4570250,0.0
4570798,0.0
4571348,0.0
4571896,0.0
4572447,0.0
4572995,0.0
4573546,0.000244
4574097,0.000244
4574645,0.000122
4575196,0.0
4575744,0.0
4576295,0.000122
4576843,0.0
4577394,0.0
4577942,0.000122
4578492,0.000122
4579043,0.000122
4579591,0.000122
4580142,0.000244
4580690,0.000244
4581241,0.000244
4581789,0.0
4582340,0.000244
4582888,0.000122
4583439,0.000122
4583987,0.0
4584538,0.000122
4585089,0.0
4585637,0.0
4586187,0.000244
4586735,0.0
4587286,0.000122
4587834,0.0
4588385,0.0
4588933,0.000122
4589484,0.000122
4590035,0.000244
4590583,0.000122
4591134,0.000122
4591682,0.000244
4592233,0.000122
4592781,0.0
4593332,0.000244
4593880,0.000244
4594430,0.000244
4594979,0.000244
4595529,0.000122
4596080,0.0
4596628,0.0
4597179,0.0
4597727,0.0
4598278,0.000122
4598826,0.000122
4599377,0.000244
4599925,0.000122
4600476,0.0
4601026,0.0
4601574,0.0
4602125,0.000244
4602673,0.000244
4603224,0.000244
4603772,0.000122
4604323,0.000244
4604871,0.0
4605422,0.0
4605970,0.000122
4606521,0.0
4607072,0.000122
4607620,0.0
4608170,0.0
4608718,0.0
4609269,0.0
4609817,0.000122
4610368,0.0
4610916,0.000244
4611467,0.0
4612018,0.0
4612566,0.0
4613117,0.000122
4613665,0.0
4614215,0.0
4614763,0.0
4615314,0.0
4615862,0.0
4616413,0.000122
4616961,0.000733
4617512,0.0
4618063,0.0
4618611,0.0
4619162,0.000366
4619710,0.000122
4620260,0.0
4620808,0.0
4621359,0.0
4621907,0.0
4622458,0.0
4623007,0.0
4623555,0.000122
4624106,0.000122
4624654,0.0
4625205,0.000122
4625753,0.0
4626304,0.0
4626852,0.0
4627402,0.0
4627950,0.0
4628501,0.000122
4629052,0.0
4629600,0.0
4630151,0.000122
4630699,0.000122
4631250,0.000122
4631798,0.0
4632349,0.000122
4632897,0.0
4633447,0.0
4633995,0.0
4634546,0.0
4635097,0.0
4635645,0.0
4636196,0.0
4636744,0.0
4637295,0.0
4637843,0.0
4638394,0.000122
4638942,0.0
4639492,0.000122
4640043,0.000122
4640591,0.000122
4641142,0.0
4641690,0.0
4642241,0.0
4642789,0.0
4643340,0.000122
4643888,0.000122
4644439,0.000244
4644987,0.000122
4645538,0.000122
4646088,0.000122
4646636,0.000244
4647187,0.0
4647735,0.000122
4648286,0.000122
4648834,0.0
4649385,0.0
4649933,0.0
4650484,0.000244
4651034,0.0
4651583,0.000244
4652133,0.0
4652681,0.000122
4653232,0.0
4653780,0.000122
4654331,0.0
4654879,0.000122
4655430,0.0
4655978,0.000122
4656529,0.000244
4657080,0.0
4657628,0.0
4658178,0.0
4658726,0.000366
4659277,0.000122
4659825,0.000244
4660376,0.0
4660924,0.0
4661475,0.0
4662026,0.0
4662574,0.0
4663125,0.000122
4663673,0.000122
4664223,0.0
4664772,0.000122
4665322,0.000122
4665871,0.000122
4666421,0.000122
4666969,0.000122
4667520,0.000122
4668071,0.0
4668619,0.0
4669170,0.000122
4669718,0.0
4670269,0.000122
4670817,0.000122
4671368,0.0
4671916,0.0
4672466,0.0
4673017,0.000122
4673565,0.000122
4674116,0.0
4674664,0.0
4675215,0.000366
4675763,0.000122
4676314,0.000122
4676862,0.000122
4677413,0.0
4677961,0.000366
4678511,0.0
4679062,0.0
4679610,0.0
5140651,0.0
5141202,0.0
5141750,0.000122
5142301,0.0
5142849,0.000122
5143400,0.000244
5143948,0.000244
5144499,0.0
5145049,0.0
5145598,0.0
5146148,0.0
5146696,0.0
5147247,0.0
5147795,0.0
5148346,0.000122
5148894,0.000122
5149445,0.000244
5149993,0.000122
5150544,0.000122
5151095,0.0
5151643,0.0
5152193,0.0
5152742,0.000122
5153292,0.000122
5153840,0.000122
5154391,0.0
5154939,0.0
5155490,0.0
5156041,0.0
5156589,0.0
5157140,0.000122
5157688,0.000244
5158239,0.0
5158787,0.0
5159338,0.000244
5159886,0.0
5160436,0.000244
5160985,0.000122
5161535,0.0
5162086,0.000122
5162634,0.000122
5163185,0.000122
5163733,0.000122
5164284,0.000244
5164832,0.000122
5165383,0.0
5165931,0.0
5166482,0.0
5167032,0.000122
5167580,0.0
5168131,0.000122
5168679,0.000244
5169230,0.0
5169778,0.0
5170329,0.0
5170877,0.0
5171428,0.0
5171976,0.000122
5172527,0.000122
5173078,0.000244
5173626,0.000244
5174176,0.000122
5174724,0.0
5175275,0.0
5175823,0.000122
5176374,0.0
5176922,0.000122
5177473,0.0
5178024,0.000122
5178572,0.000122
5179123,0.0
5179671,0.000366
5180222,0.0
5180770,0.000244
5181320,0.000244
5181869,0.000122
5182419,0.000122
5182967,0.000244
5183518,0.000244
5184069,0.0
5184617,0.0
5185168,0.0
5185716,0.0
5186267,0.0
5186815,0.0
5187366,0.000122
5187914,0.0
5188464,0.0
5189015,0.0
5189563,0.0
5190114,0.000122
5190662,0.000122
5191213,0.000244
5191761,0.0
5192312,0.0
5192860,0.0
5193411,0.0
5193959,0.0
5194509,0.000122
5195060,0.0
5195608,0.0
5196159,0.000122
5196707,0.0
5197258,0.000244
5197806,0.0
5198357,0.0
5198905,0.000122
5199456,0.000122
5200006,0.000122
5200554,0.0
5201105,0.0
5201653,0.0
5202204,0.0
5202752,0.0
5203303,0.0
5203851,0.000122
5204402,0.000122
5204950,0.000122
5205501,0.000122
5206052,0.000122
5206600,0.0
5207150,0.0
5207699,0.000122
5208249,0.0
5208797,0.0
5209348,0.0
5209896,0.0
5210447,0.0
5210995,0.0
5211546,0.0
5212096,0.0
5212644,0.0
5213195,0.0
5213743,0.000122
5214294,0.0
5214842,0.0
5215393,0.000122
5215941,0.0
5216492,0.000122
5217043,0.0
5217591,0.000122
5218141,0.0
5218689,0.0
5219240,0.000122
5219788,0.000122
5220339,0.0
5220887,0.0
5221438,0.0
5221986,0.0
5222537,0.0
5223088,0.0
